title,summary,n_enrolled,course_type,Level,subject,language,course_length,price,price_level
Statistical Learning,"Learn some of the main tools used in statistical modeling and data science. We cover both traditional as well as exciting new methods, and how to use them in R.",27968,Self-paced on your time,Introductory,Data Analysis & Statistics,English,9,50,Low
Introduction to Social Psychology,Learn why people think and behave the way they do in social settings.,79365,Self-paced on your time,Introductory,Humanities,English,7,99,Medium
Artificial Intelligence (AI),"Learn the fundamentals of Artificial Intelligence (AI), and apply them. Design intelligent agents to solve real-world problems including, search, games, machine learning, logic, and constraint satisfaction problems.",265104,Instructor-led on a course schedule,Advanced,Computer Science,English,12,249,High
American Government: Constitutional Foundations,Learn how early American politics informed the U.S. Constitution and why its promise of liberty and equality has yet to be fully realized.,35504,Self-paced on your time,Introductory,Social Sciences,English,4,49,Low
Introducción a la inversión bursátil,"Aprende las bases de la inversión en bolsa. Conoce los productos en que invertir, gráficos e indicadores que usan los gestores profesionales.",64261,Self-paced on your time,Introductory,Economics & Finance,Español,2,50,Low
Japanese Books: From Manuscript to Print,"This course expands the definition of the “book” to include scrolls and albums, focusing on the reading experience of a variety of formats in Japan. You will begin by examining rare and beautifully preserved manuscripts in the Harvard Art Museums in an introduction exploring the material properties of Japanese books and scrolls, binding techniques, and important terminology. An examination of the illustrated scroll comes next, through a unit on the short story and visual storytelling in premodern Japan. The course concludes with The Tale of Genji , an overview of how this celebrated epic from the eleventh century was read and illustrated in every conceivable format, from scroll, to album, to printed book, into the modern era. ",17581,Self-paced on your time,Introductory,Art & Culture,English,9,100,Medium
Foundations of Modern Finance  I,A mathematically rigorous framework to understand financial markets delivered with data-driven insights from MIT professors.,24108,Instructor-led on a course schedule,Advanced,Economics & Finance,English,12,450,High
Operations Management,This course is part of a MicroMasters® Program,126093,Self-paced on your time,Intermediate,Business & Management,English,7,150,Medium
Marketing Management,"Learn how to effectively apply marketing management theories and practices, including the marketing mix, through real-world business scenarios.",80010,Self-paced on your time,Intermediate,Business & Management,English,9,150,Medium
Marketing enfocado en la estrategia de servicios,"El consumidor del siglo XXI ha cambiado sus hábitos de consumo, aprende en este curso en línea qué hay detrás de estas tendencias y cómo ofrecer nuevas experiencias de servicio, algunos ejemplos son: Airbnb, Netflix, Spotify, Uber, Andrés Carne de Res.",24618,Self-paced on your time,Introductory,Business & Management,Español,6,119,Medium
Introduction to Marketing,"Learn the fundamentals to marketing, including strategies and tools used across industries.",169126,Self-paced on your time,Introductory,Business & Management,English,6,150,Medium
Programming Basics,Learn basic computer programming skills and master the art of writing C/C++ programs to solve real world problems.,215059,Self-paced on your time,Introductory,Computer Science,English,9,149,Medium
Probability and Statistics in Data Science using Python,"Using Python, learn statistical and probabilistic approaches to understand and gain insights from data.",106286,Self-paced on your time,Advanced,Data Analysis & Statistics,English,10,350,High
HTML5 Coding Essentials and Best Practices,Learn how to write Web pages and Web sites by mastering HTML5 coding techniques and best practices.,241287,Self-paced on your time,Intermediate,Computer Science,English,6,199,High
First Nights - Beethoven's 9th Symphony and the 19th Century Orchestra,,37426,Self-paced on your time,Introductory,Humanities,English,3,49,Low
Cell Biology: Mitochondria,,64142,Self-paced on your time,Introductory,Biology & Life Sciences,English,4,99,Medium
"Algorithms: Design and Analysis, Part 1","Welcome to the self paced course, Algorithms: Design and Analysis! Algorithms are the heart of computer science, and the subject has countless practical applications as well as intellectual depth. This specialization is an introduction to algorithms for learners with at least a little programming experience.",20163,Self-paced on your time,Intermediate,Computer Science,English,6,149,Medium
Introducción al Office 365,Aprende el funcionamiento básico de los componentes principales de Office 365 y optimiza tu tiempo utilizando el más adecuado para tus necesidades en cada momento.,16470,Self-paced on your time,Introductory,Computer Science,Español,7,75,Medium
Creative Thinking: Techniques and Tools for Success,,54787,Self-paced on your time,Introductory,Humanities,English,7,49,Low
Upper-Intermediate English: Business and Technology,Take your English language skills to the next level.We will discuss technological innovations as you enhance your English vocabulary and grammar and learn how to write a business plan.,47451,Self-paced on your time,Intermediate,Language,English,4,50,Low
Shakespeare's Hamlet: The Ghost,Explore the haunting figure at the heart of one of William Shakespeare’s most famous plays.,38331,Self-paced on your time,Introductory,Humanities,English,4,49,Low
FlashDiet: Aprende a comer sano,En este curso aprenderás las bases de la nutrición humana y la alimentación sana como herramientas para llevar una vida saludable.,48105,Self-paced on your time,Introductory,Food & Nutrition,Español,5,50,Low
CS50's Understanding Technology,This course is part of a XSeries Program,50030,Self-paced on your time,Introductory,Computer Science,English,6,90,Medium
Introduction to Aerospace Structures and Materials,Explore the structural and material design of aircraft and spacecraft from the viewpoint of an aerospace engineer.,37126,Self-paced on your time,Introductory,Engineering,English,8,50,Low
